listing-location,location_encoded,bed,bath,listing-floorarea,listing-floorarea 2,price
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,200.0,20833333.0,25000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,1.0,100.0,20000000.0,24000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,5.0,235.0,26206897.0,38000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,110.0,16000000.0,40000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,90.0,16528926.0,20000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,200.0,19444444.0,28000000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,120.0,12396694.0,30000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,350.0,11800000.0,29500000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,1.0,100.0,15000000.0,27000000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,80.0,16666667.0,15000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,250.0,30270270.0,56000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,250.0,19444444.0,35000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,350.0,40686275.0,83000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,5.0,300.0,22127660.0,52000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,249.0,31862745.0,65000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,60.0,10909091.0,
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,102.0,11333333.0,17000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,80.0,17619048.0,18500000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,108.0,21527778.0,15500000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,250.0,32500000.0,52000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,120.0,17857143.0,20000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,155.0,27500000.0,33000000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,41.0,20833333.0,15000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,380.0,16995074.0,69000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,144.0,17291667.0,12450000.000000002
"Bintaro, Tangerang Selatan, Banten",2,2.0,3.0,120.0,16279070.0,28000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,169.0,21111111.0,38000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,1.0,90.0,10833333.0,26000000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,120.0,25142857.0,17600000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,1.0,160.0,14095745.0,26500000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,3.0,95.0,20833333.0,17500000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,120.0,11797753.0,21000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,200.0,14285714.0,35000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,150.0,15972222.0,28750000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,138.0,34523810.0,87000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,30833333.0,37000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,140.0,20416667.0,24500000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,90.0,13473054.0,22500000.0
"Pondok Aren, Tangerang Selatan, Banten",12,4.0,3.0,249.0,27696078.0,56500000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,200.0,26829268.0,33000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,120.0,21666667.0,19500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,158.0,20000000.0,28000000.0
"Legoso, Ciputat, Ciputat, Tangerang Selatan, Banten",6,2.0,2.0,68.0,18055556.0,13000000.0
"Jl. Raya serpong bsd, BSD, Tangerang Selatan, Banten",1,4.0,3.0,320.0,18983051.0,56000000.0
"Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,60.0,11607143.0,
"Pondok Cabe, Pamulang Tangerang Selatan, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,72.0,10853659.0,
"Regensi Melati Mas, Serpong Utara, Tangerang Selatan, Banten",14,3.0,3.0,100.0,12500000.0,15000000.0
"Jl. Raya Puspiptek - Serpong Tangerang Selatan, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,36.0,13300000.0,
"Pondok Aren, Tangerang Selatan, Banten",12,4.0,4.0,280.0,18918919.0,35000000.0
"Cluster Bohemia, Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,107.0,18095238.0,19000000.0
"Anthea, BSD, Tangerang Selatan, Banten",1,6.0,6.0,300.0,18398268.0,42500000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,55.0,22500000.0,
"Cluster Anthea BSD - Lengkong Gudang Kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,6.0,400.0,16842105.0,48000000.0
"Anggrek Loka - kel. Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,4.0,287.0,19230769.0,50000000.0
"De Latinos BSD - Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,5.0,360.0,14642857.0,41000000.0
"Jl. PDAM, Rawa Buntu, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,27.0,2508333.0,
"Graha Bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,110.0,20153061.0,19750000.0
"Graha Raya Bintaro, Bintaro, Tangerang Selatan, Banten",2,2.0,3.0,66.0,16842105.0,16000000.0
"Serpong Utara, Tangerang Selatan, Banten",14,5.0,5.0,231.0,42960317.0,54130000.0
"Alam Sutera, Tangerang Selatan, Banten",0,5.0,5.0,277.0,46298611.0,66670000.0
"Sutera Feronia, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,150.0,28676471.0,39000000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,140.0,21296296.0,23000000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,75.0,18181818.0,12000000.0
"Kireina Park BSD City, BSD, Tangerang Selatan, Banten",1,2.0,2.0,65.0,22222222.0,16000000.0
"Jln pasir, Bintaro, Tangerang Selatan, Banten",2,10.0,4.0,220.0,19583333.0,47000000.0
"jln raya ciputat pamulang tangerang selatan, Ciputat Timur, Tangerang Selatan, Banten",7,10.0,10.0,450.0,32258065.0,200000000.0
"mertilang bintaro jaya sektor 9 tangerang selatan, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,200.0,13611111.0,24500000.0
"Bukit Golf BSD - Lengkong Wetan - Serpong Tangsel, BSD, Tangerang Selatan, Banten",1,7.0,9.0,815.0,22307692.0,290000000.0
"De latinos Carribean - Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,9.0,6.0,653.0,26995305.0,115000000.0
"De Latinos BSD - kel. Rawa buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,8.0,8.0,725.0,35087719.0,140000000.0
"Anggrek Loka BSD kel. Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,2.0,2.0,150.0,14814815.0,32000000.0
"De Latinos BSD kel. Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,4.0,3.0,165.0,16111111.0,29000000.0
"Alam Sutera Olivia - Pakualam Kec. Serpong Utara, Alam Sutera, Tangerang Selatan, Banten",0,5.0,4.0,270.0,22857143.0,80000000.0
"Jalan Emerald Bintaro Jaya Sektor 9 Tangerang Sel, Bintaro, Tangerang Selatan, Banten",2,5.0,6.0,200.0,22821577.0,55000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,357.0,18125000.0,58000000.0
"jln raya jombang sudimara tangerang selatan, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,190.0,12777778.0,23000000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,151.0,20161290.0,25000000.0
"Jl. Lele bambu apus RT 1/4, Pamulang, Tangerang Selatan, Banten",11,3.0,1.0,52.0,10000000.0,
"Kp babakan setu, Setu, Tangerang Selatan, Banten",16,3.0,1.0,52.0,10000000.0,
"Bahamas Resort, BSD, Tangerang Selatan, Banten",1,5.0,4.0,260.0,19583333.0,47000000.0
"Jalan Legoso Ciputat Tangsel, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,98.0,17948718.0,14000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,5.0,650.0,17946162.0,180000000.0
"Jalan Legoso Ciputat Tangsel, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,98.0,17307692.0,13500000.0
"De Latinos BSD City, BSD, Tangerang Selatan, Banten",1,4.0,4.0,168.0,20000000.0,40000000.0
"Jalan Legoso Ciputat Tangsel, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,98.0,17307692.0,13500000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,163.0,21568627.0,33000000.0
"De Latinos kel. Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,4.0,360.0,17333333.0,52000000.0
"Perumahan Serpong Terrace - Jl. Buaran Viktor, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,160.0,12844037.0,14000000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,72.0,22807018.0,26000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,176.0,20454545.0,27000000.0
"Jl. Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,125.0,18750000.0,13500000.0
"Gading Serpong, Tangerang Selatan, Banten",8,5.0,2.0,60.0,31041667.0,14900000.0
"Graharaya, Pakujaya, Serpong Utara, Tangerang Selatan, Banten",14,5.0,3.0,200.0,15625000.0,18750000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,120.0,17187500.0,16500000.0
"Bintaro jaya sektor 3, Ciputat Timur, Tangerang Selatan, Banten",7,5.0,3.0,158.0,13618677.0,35000000.0
"Melati loka, Bintaro, Tangerang Selatan, Banten",2,1.0,1.0,70.0,12222222.0,11000000.0
"Ayna, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,56.0,18055556.0,13000000.0
"Serpong, Tangerang Selatan, Banten",13,3.0,2.0,77.0,20833333.0,12500000.0
"Gading Serpong, Tangerang Selatan, Banten",8,5.0,3.0,300.0,9375000.0,22500000.0
"Samara, Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,65.0,17045455.0,15000000.0
"Jalan rajawali bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,200.0,15137615.0,33000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,95.0,20588235.0,17500000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,6.0,4.0,250.0,19774011.0,35000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,91.0,23212121.0,15320000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,15950920.0,26000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,125.0,17619048.0,18500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,150.0,42857143.0,45000000.0
"Nempel Bintaro Sektor 2, Bintaro, Tangerang Selatan, Banten",2,8.0,9.0,800.0,13586957.0,125000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,129.0,24200000.0,24200000.0
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,200.0,26016260.0,32000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,205.0,26845638.0,40000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,90.0,18055556.0,26000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,160.0,17318436.0,31000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,100.0,29166667.0,21000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,25000000.0,27000000.0
"Villa Melati MAS Kec. Serpong Utara, Serpong Utara, Tangerang Selatan, Banten",14,2.0,2.0,90.0,10000000.0,13500000.0
"Jl. Lkr. Selatan, Kranggan, Kec. Setu, Setu, Tangerang Selatan, Banten",16,2.0,2.0,67.0,10714286.0,
"Jl. Kebayoran Residence, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,99.0,29976190.0,25179999.999999996
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,8196721.0,
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,8196721.0,
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,60.0,17555556.0,
"Paradise Serpong City, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,50.0,11666667.0,
"Bintaro, Tangerang Selatan, Banten",2,6.0,5.0,400.0,29333333.0,88000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,400.0,14242424.0,47000000.0
"Cluster Starling, Serpong, Tangerang Selatan, Banten",13,5.0,4.0,144.0,19117647.0,26000000.0
"Jl. Pondok Cabe Raya, Pondok Cabe, Tangsel, Pamulang, Tangerang Selatan, Banten",11,3.0,3.0,112.0,14347826.0,16500000.0
"Regensi melati mas, Serpong Utara, Tangerang Selatan, Banten",14,7.0,7.0,500.0,13750000.0,33000000.0
"Palm Village, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,41.0,11666667.0,
"Camila Residence, Setu, Tangerang Selatan, Banten",16,2.0,1.0,42.0,9506173.0,
"Jl.Pondok Pucung Indah sektor 8 Bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,140.0,6218750.0,
"Jl.Bintaro Jaya Sektor 3A, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,500.0,10714286.0,75000000.0
"Kencana Loka, BSD, Tangerang Selatan, Banten",1,4.0,2.0,76.0,13000000.0,17550000.0
"Villa Inti Persada, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,88.0,8223684.0,12500000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,72.0,17777778.0,16000000.0
"Simpang lima, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,9928571.0,
"Komplek Grand Bintaro Asri, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,66.0,17700000.0,13274999.999999998
"Prapatan Duren, Ciputat, BSD, Tangerang Selatan, Banten",1,2.0,2.0,85.0,24707500.0,14824500.0
"Prapatan Duren, Ciputat, Pondok Aren, Tangerang Selatan, Banten",12,2.0,2.0,85.0,24708333.0,14825000.0
"Prapatan Duren, Ciputat, Tangerang Selatan, Banten",6,2.0,2.0,85.0,24707500.0,14824500.0
"Prapatan Duren, Ciputat, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,85.0,24707500.0,14824500.0
". Jl. Lengkong Wetan, Lengkong Karya, Serpong, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,110.0,7070707.0,14000000.0
"Vmm, Serpong Utara, Tangerang Selatan, Banten",14,4.0,4.0,175.0,17948718.0,21000000.0
"Res1, Serpong Utara, Tangerang Selatan, Banten",14,4.0,4.0,140.0,18888889.0,17000000.0
"Green Serpong Bintaro, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,64.0,13888889.0,
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,194.0,29629630.0,48000000.0
"Emerald Cove, Gading Serpong, Tangerang Selatan, Banten",8,5.0,5.0,600.0,48309179.0,200000000.0
"Sektor * gading serpong, Serpong, Tangerang Selatan, Banten",13,3.0,1.0,90.0,16111111.0,14500000.0
"Jl. Camar, Bintaro, Tangerang Selatan, Banten",2,6.0,4.0,300.0,16853933.0,60000000.0
"Mandar, Bintaro, Tangerang Selatan, Banten",2,5.0,2.0,412.0,23611111.0,85000000.0
"Jl. Camar, Bintaro, Tangerang Selatan, Banten",2,6.0,4.0,510.0,14358108.0,85000000.0
"jln.ceger Raya, Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,45.0,14117647.0,12000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,120.0,23125000.0,18500000.0
"Jl. UVille Bintaro, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,41.0,23472222.0,16900000.0
"Serua, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,280.0,21333333.0,32000000.0
"Jl. Rajawali, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,96.0,26041667.0,25000000.0
"Cipayung Ciputat Tangsel, Ciputat, Tangerang Selatan, Banten",6,4.0,3.0,200.0,11575342.0,16900000.0
"Jl Raya Pamulang Tangerang Selatan, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,66.0,11666667.0,
"Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,200.0,21761658.0,42000000.0
"NusaLoka XIV, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,43.0,13037383.0,13950000.0
"Nara Village, Jalan Proklamasi, Gading Serpong, Tangerang, Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,116.0,26388889.0,38000000.0
"Jl. Pavilion Residence, Serpong, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,160.0,22794118.0,31000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,2.0,1.0,60.0,18229167.0,
"Gading Serpong, Tangerang Selatan, Banten",8,6.0,5.0,280.0,31862745.0,65000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,5.0,4.0,127.0,19166667.0,23000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,52.0,32692308.0,17000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,113.0,23750000.0,19000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,90.0,23214286.0,19500000.0
"Alam Sutera, Tangerang Selatan, Banten",0,4.0,3.0,200.0,27941176.0,28500000.0
"BSD, Tangerang Selatan, Banten",1,7.0,4.0,426.0,12895662.0,110000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,4.0,176.0,24675325.0,19000000.0
"Serpong Raya, Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,235.0,19031142.0,55000000.0
"gading serpong, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,60.0,23333333.0,14000000.0
"Pagedanga, Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,73.0,28571429.0,22000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,2.0,3.0,1.0,31250000.0,15000000.0
"Pagedangan, Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,63.0,24242424.0,16000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,1.0,45.0,27500000.0,11000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,100.0,13580247.0,22000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,2.0,1.0,68.0,14583333.0,10500000.0
"BSD, Tangerang Selatan, Banten",1,2.0,2.0,45.0,26250000.0,10500000.0
"Pondok hijau Golf, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,97.0,19444444.0,24500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,185.0,26190476.0,55000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,165.0,25666667.0,38500000.0
"Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,112.0,21323529.0,14500000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,400.0,30379747.0,120000000.0
"Jl. Boulevard iL Lago, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,208.0,39167284.0,63451000.00000001
"Jl. Flamingo Blvd, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,158.0,24286328.0,31086500.0
"Jl. Jalur Sutera, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,156.0,26014286.0,36420000.0
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,270.0,17777778.0,32000000.0
"Cirendeu, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,2.0,95.0,24285714.0,17000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,102.0,23750000.0,19000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,120.0,24489796.0,24000000.0
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,9833333.0,
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,200.0,17037037.0,23000000.0
"Jalan Rempoa Indah Tangerqng, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,300.0,16666667.0,30000000.0
"Green Cove BSD - Cilenggang kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,6.0,500.0,25333333.0,95000000.0
"Telaga Golf BSD - Lengkong Gudang kec. Serpong, BSD, Tangerang Selatan, Banten",1,7.0,8.0,800.0,23291925.0,150000000.0
"Residence One BSD - Jelupang kec. Serpong Utara, BSD, Tangerang Selatan, Banten",1,7.0,5.0,326.0,26666667.0,48000000.0
"Pavillion Residence - Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,4.0,4.0,208.0,18269231.0,38000000.0
"Residence One - Jelupang kec. Serpong Utara, BSD, Tangerang Selatan, Banten",1,5.0,5.0,225.0,18055556.0,26000000.0
"De Latinos BSD - Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,6.0,328.0,20912548.0,55000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,108.0,17857143.0,20000000.0
"Serpong, Serpong, Tangerang Selatan, Banten",13,4.0,2.0,65.0,5555556.0,
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,5448718.0,
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,64.0,9700000.0,
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,290.0,17042607.0,68000000.0
"BSD, Tangerang Selatan, Banten",1,6.0,5.0,290.0,22348485.0,59000000.0
"Jl. Verdi, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,100.0,33333333.0,24000000.0
"Cluster Beryly, Gading Serpong, Tangerang Selatan, Banten",8,4.0,5.0,250.0,18475073.0,63000000.0
"New Amarillo, Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,67.0,20833333.0,15000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,450.0,18666667.0,70000000.0
"Pondok Karya, Pondok Aren Tangerang Selatan, Pondok Aren, Tangerang Selatan, Banten",12,6.0,5.0,870.0,14000000.0,140000000.0
". Jl. KH. Dewantara Kp. Sawah Lama, Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,90.0,14583333.0,14000000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,45.0,18333333.0,11000000.0
"Verdi, Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,60.0,34027778.0,24500000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,3.0,95.0,17857143.0,15000000.0
"Alam Sutera, Tangerang Selatan, Banten",0,3.0,2.0,111.0,23529412.0,24000000.0
"Baroni, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,69.0,25000000.0,15000000.0
"Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,85.0,20000000.0,12000000.0
"Jl Raya Pinang, Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,90.0,8777778.0,
"Serenade lake, Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,108.0,17857143.0,20000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,600.0,28645833.0,165000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,130.0,22916667.0,33000000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,70.0,26515152.0,17500000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,149.0,23949580.0,28500000.0
"Ciputat Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",6,4.0,4.0,105.0,20312500.0,19500000.0
"Bintaro Sektor 3, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,150.0,12068966.0,35000000.0
"Sektor 3 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,130.0,19166667.0,23000000.0
"Sektor 2 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,6.0,3.0,220.0,14444444.0,26000000.0
"Sektor 2 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,13333333.0,18000000.0
"rempoa, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,118.0,22857143.0,24000000.0
"kenari bintaro jaya sekor 2, Bintaro, Tangerang Selatan, Banten",2,6.0,5.0,480.0,8562197.0,53000000.0
"Bintaro sektor 3 a, Bintaro, Tangerang Selatan, Banten",2,1.0,1.0,50.0,12500000.0,
"Sudimara Ciputat Bintaro, Pondok Aren, Tangerang Selatan, Banten",12,4.0,2.0,144.0,13636364.0,12000000.0
"Bintaro Sektor 2, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,100.0,18888889.0,17000000.0
"Bintaro Sektor 5, Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,200.0,12455516.0,35000000.0
"Bintaro Sektor 5, Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,300.0,16355140.0,35000000.0
"Jurangmangu Tangerang Selatan, Pondok Aren, Tangerang Selatan, Banten",12,5.0,4.0,250.0,5400000.0,27000000.0
"Graha Raya Bintaro Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,85.0,12849162.0,23000000.0
"Ciputat Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,100.0,15503876.0,20000000.0
"Graha Fortune Graha Raya, Pondok Aren, Tangerang Selatan, Banten",12,4.0,3.0,100.0,16666667.0,14000000.0
"Pondok Aren Tangerang Selatan, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,200.0,23571429.0,16500000.0
"Discovery Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,155.0,27291667.0,32750000.0
"Rempoa Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,100.0,9137056.0,18000000.0
"Graha Fortune Graha Raya, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,67.0,20138889.0,14500000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,100.0,16666667.0,12000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,120.0,21111111.0,19000000.0
"Wr Supratman Ciputat, Ciputat Timur, Tangerang Selatan, Banten",7,5.0,3.0,300.0,10000000.0,65000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,180.0,13000000.0,32500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,100.0,13750000.0,16500000.0
"Kepodang, Bintaro, Tangerang Selatan, Banten",2,5.0,2.0,160.0,21666667.0,26000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,138.0,14754098.0,18000000.0
"Ceger Pondok Aren Bintaro, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,100.0,15238095.0,16000000.0
"Ceger Pondok Aren Bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,122.0,16190476.0,17000000.0
